YearStart,LocationDesc,Class,Data_Value,Sample_Size,StratificationCategory1,Stratification1
2019,Rhode Island,Physical Activity,46.3,972.0,Income,Data not reported
2019,National,Fruits and Vegetables,27.0,20895.0,Age (years),18 - 24
2023,Louisiana,Physical Activity,24.6,902.0,Age (years),55 - 64
2019,Iowa,Physical Activity,27.6,475.0,Education,Less than high school
2021,New Mexico,Obesity / Weight Status,32.6,62.0,Race/Ethnicity,Non-Hispanic Black
2019,Oklahoma,Fruits and Vegetables,52.2,938.0,Age (years),55 - 64
2018,Nevada,Obesity / Weight Status,32.9,126.0,Race/Ethnicity,Non-Hispanic Black
2019,Idaho,Fruits and Vegetables,14.6,672.0,Income,"$35,000 - $49,999"
2020,Mississippi,Obesity / Weight Status,34.6,565.0,Age (years),25 - 34
2023,Michigan,Physical Activity,27.6,317.0,Race/Ethnicity,Hispanic
2019,Connecticut,Obesity / Weight Status,33.1,1268.0,Age (years),45 - 54
2023,Nevada,Physical Activity,44.3,337.0,Age (years),45 - 54
2020,Nebraska,Physical Activity,25.0,1968.0,Income,"$35,000 - $49,999"
2018,Nevada,Physical Activity,22.6,1515.0,Gender,Male
2021,Wisconsin,Fruits and Vegetables,54.1,194.0,Income,"Less than $15,000"
2019,Michigan,Fruits and Vegetables,24.8,4262.0,Gender,Male
2020,Vermont,Obesity / Weight Status,41.9,2749.0,Gender,Male
2023,Alabama,Obesity / Weight Status,34.0,2681.0,Race/Ethnicity,Non-Hispanic White
2021,North Carolina,Fruits and Vegetables,25.3,408.0,Income,"$15,000 - $24,999"
2023,New York,Physical Activity,25.3,2260.0,Race/Ethnicity,Hispanic
2019,Florida,Fruits and Vegetables,14.5,10200.0,Race/Ethnicity,Non-Hispanic White
2021,Colorado,Obesity / Weight Status,42.0,78.0,Race/Ethnicity,American Indian/Alaska Native
2021,New Mexico,Fruits and Vegetables,22.8,1915.0,Age (years),65 or older
2022,West Virginia,Obesity / Weight Status,31.7,883.0,Age (years),55 - 64
2023,Wisconsin,Physical Activity,20.4,426.0,Income,"Less than $15,000"
2019,New Mexico,Fruits and Vegetables,47.8,706.0,Income,Data not reported
2018,West Virginia,Physical Activity,28.5,4535.0,Race/Ethnicity,Non-Hispanic White
2020,California,Physical Activity,17.4,914.0,Age (years),25 - 34
2021,Alaska,Obesity / Weight Status,36.9,710.0,Age (years),35 - 44
2023,Utah,Physical Activity,49.4,4505.0,Education,College graduate
2019,Idaho,Obesity / Weight Status,29.5,4925.0,Total,Total
2022,Illinois,Obesity / Weight Status,33.3,335.0,Income,"$35,000 - $49,999"
2021,Montana,Fruits and Vegetables,11.2,690.0,Age (years),35 - 44
2019,Missouri,Physical Activity,41.7,596.0,Race/Ethnicity,Non-Hispanic Black
2022,Washington,Obesity / Weight Status,31.7,22869.0,Total,Total
2023,South Carolina,Physical Activity,59.1,8758.0,Total,Total
2022,Minnesota,Obesity / Weight Status,29.6,836.0,Income,"$15,000 - $24,999"
2019,Oklahoma,Physical Activity,21.2,711.0,Age (years),35 - 44
2019,Iowa,Obesity / Weight Status,25.6,89.0,Race/Ethnicity,2 or more races
2018,Illinois,Physical Activity,22.2,888.0,Age (years),45 - 54
2022,Vermont,Physical Activity,14.2,1132.0,Age (years),35 - 44
2023,New York,Physical Activity,16.7,292.0,Race/Ethnicity,2 or more races
2020,Arkansas,Obesity / Weight Status,39.1,791.0,Income,"$15,000 - $24,999"
2023,Maryland,Physical Activity,37.7,9195.0,Gender,Female
2019,Utah,Physical Activity,33.6,1645.0,Income,"$50,000 - $74,999"
2019,Colorado,Physical Activity,32.2,608.0,Income,"$25,000 - $34,999"
2018,District of Columbia,Obesity / Weight Status,23.4,2193.0,Gender,Female
2019,Virginia,Physical Activity,31.8,3400.0,Age (years),65 or older
2019,Tennessee,Physical Activity,34.2,94.0,Race/Ethnicity,2 or more races
2023,Virginia,Obesity / Weight Status,31.8,760.0,Income,"$75,000 or greater"
2023,New York,Physical Activity,32.2,1482.0,Income,"$35,000 - $49,999"
2023,Arizona,Physical Activity,45.7,1109.0,Income,"$35,000 - $49,999"
2021,South Dakota,Fruits and Vegetables,23.5,1821.0,Education,High school graduate
2019,Alabama,Obesity / Weight Status,43.4,586.0,Education,Less than high school
2019,Alabama,Physical Activity,46.5,731.0,Income,"$35,000 - $49,999"
2018,Louisiana,Obesity / Weight Status,38.2,1188.0,Education,Some college or technical school
2020,Alaska,Physical Activity,32.1,53.0,Race/Ethnicity,Non-Hispanic Black
2018,Iowa,Obesity / Weight Status,41.4,1302.0,Age (years),45 - 54
2020,Virginia,Physical Activity,20.6,1448.0,Age (years),45 - 54
2020,Wyoming,Obesity / Weight Status,35.2,203.0,Race/Ethnicity,Hispanic
2021,Rhode Island,Physical Activity,22.7,745.0,Age (years),35 - 44
2023,Guam,Physical Activity,45.0,229.0,Age (years),35 - 44
2021,California,Fruits and Vegetables,39.1,3069.0,Gender,Male
2018,Connecticut,Obesity / Weight Status,35.6,866.0,Income,"$35,000 - $49,999"
2023,Mississippi,Physical Activity,35.2,664.0,Age (years),45 - 54
2021,Idaho,Obesity / Weight Status,32.9,2034.0,Education,Some college or technical school
2019,Arizona,Fruits and Vegetables,40.6,2503.0,Education,Some college or technical school
2023,New York,Physical Activity,44.2,1838.0,Income,"$50,000 - $74,999"
2019,Alaska,Obesity / Weight Status,34.5,263.0,Income,"$35,000 - $49,999"
2022,Mississippi,Physical Activity,19.2,373.0,Income,"$75,000 or greater"
2023,Alabama,Physical Activity,38.7,635.0,Age (years),55 - 64
2019,District of Columbia,Physical Activity,38.6,1376.0,Education,College graduate
2019,Iowa,Fruits and Vegetables,20.3,2990.0,Age (years),65 or older
2021,Nevada,Fruits and Vegetables,46.3,387.0,Income,"$50,000 - $74,999"
2023,Texas,Physical Activity,30.1,2401.0,Race/Ethnicity,Hispanic
2022,Indiana,Physical Activity,30.1,1138.0,Income,"$35,000 - $49,999"
2019,Wisconsin,Physical Activity,48.8,254.0,Income,"Less than $15,000"
2023,Oregon,Physical Activity,69.2,682.0,Income,"$75,000 or greater"
2021,Kansas,Obesity / Weight Status,34.3,13509.0,Race/Ethnicity,Non-Hispanic White
2023,Nevada,Physical Activity,27.6,281.0,Race/Ethnicity,Hispanic
2023,Oklahoma,Physical Activity,27.4,2020.0,Education,Some college or technical school
2021,Missouri,Fruits and Vegetables,48.0,3509.0,Education,High school graduate
2020,Kansas,Physical Activity,17.5,1137.0,Age (years),25 - 34
2021,Illinois,Fruits and Vegetables,14.2,1965.0,Race/Ethnicity,Non-Hispanic White
2020,Minnesota,Obesity / Weight Status,31.9,633.0,Income,"Less than $15,000"
2018,New York,Physical Activity,25.6,972.0,Race/Ethnicity,Asian
2023,Arizona,Physical Activity,36.5,782.0,Income,"$15,000 - $24,999"
2021,New York,Fruits and Vegetables,27.6,1606.0,Age (years),18 - 24
2019,Utah,Obesity / Weight Status,36.6,61.0,Race/Ethnicity,Non-Hispanic Black
2019,North Carolina,Fruits and Vegetables,13.8,2414.0,Race/Ethnicity,Non-Hispanic White
2019,New York,Physical Activity,36.2,3026.0,Education,Some college or technical school
2019,Illinois,Fruits and Vegetables,27.6,1129.0,Education,High school graduate
2021,California,Fruits and Vegetables,36.2,6086.0,Total,Total
2019,Oregon,Physical Activity,26.0,4256.0,Race/Ethnicity,Non-Hispanic White
2019,New Mexico,Physical Activity,38.4,5572.0,Total,Total
2021,Kansas,Fruits and Vegetables,41.1,8400.0,Gender,Female
2022,Louisiana,Physical Activity,38.4,2079.0,Age (years),65 or older
2018,Nevada,Obesity / Weight Status,31.5,432.0,Income,"$50,000 - $74,999"
2020,Montana,Physical Activity,23.8,381.0,Race/Ethnicity,American Indian/Alaska Native
2023,Michigan,Physical Activity,48.3,3422.0,Age (years),65 or older
2022,Michigan,Obesity / Weight Status,35.0,1686.0,Age (years),55 - 64
2021,New Jersey,Physical Activity,20.8,4185.0,Race/Ethnicity,Non-Hispanic White
2023,National,Obesity / Weight Status,32.8,94221.0,Education,High school graduate
2020,Delaware,Obesity / Weight Status,41.3,325.0,Education,Less than high school
2018,Massachusetts,Obesity / Weight Status,30.2,453.0,Race/Ethnicity,Hispanic
2018,Colorado,Physical Activity,22.3,1870.0,Education,High school graduate
2023,Alabama,Physical Activity,33.5,1192.0,Education,High school graduate
2019,Connecticut,Obesity / Weight Status,36.0,6493.0,Race/Ethnicity,Non-Hispanic White
2022,Nebraska,Physical Activity,18.1,886.0,Income,"$75,000 or greater"
2020,Maryland,Physical Activity,22.8,1720.0,Income,"$50,000 - $74,999"
2018,Alabama,Obesity / Weight Status,35.9,688.0,Income,"$35,000 - $49,999"
2018,Ohio,Physical Activity,22.3,1266.0,Age (years),35 - 44
2019,Kansas,Obesity / Weight Status,36.4,5238.0,Gender,Female
2023,Wisconsin,Physical Activity,33.1,488.0,Education,Less than high school
2023,New Hampshire,Obesity / Weight Status,39.5,632.0,Income,"$35,000 - $49,999"
2021,Puerto Rico,Fruits and Vegetables,54.4,673.0,Age (years),45 - 54
2021,North Carolina,Obesity / Weight Status,33.1,629.0,Age (years),25 - 34
2022,Connecticut,Obesity / Weight Status,32.1,899.0,Age (years),25 - 34
2019,Delaware,Physical Activity,26.6,421.0,Race/Ethnicity,Non-Hispanic Black
2023,Louisiana,Physical Activity,43.3,511.0,Age (years),25 - 34
2021,Iowa,Obesity / Weight Status,33.1,90.0,Race/Ethnicity,2 or more races
2019,Pennsylvania,Obesity / Weight Status,37.2,2083.0,Income,"$75,000 or greater"
2021,Mississippi,Fruits and Vegetables,51.5,574.0,Age (years),45 - 54
2021,South Carolina,Obesity / Weight Status,32.7,2285.0,Education,High school graduate
2019,Oregon,Fruits and Vegetables,39.7,57.0,Race/Ethnicity,Non-Hispanic Black
2023,New Hampshire,Obesity / Weight Status,35.8,5855.0,Race/Ethnicity,Non-Hispanic White
2020,Minnesota,Physical Activity,24.8,4527.0,Age (years),65 or older
2018,North Dakota,Obesity / Weight Status,30.3,240.0,Age (years),18 - 24
2022,Pennsylvania,Obesity / Weight Status,34.3,1182.0,Age (years),65 or older
2018,Illinois,Obesity / Weight Status,10.2,185.0,Race/Ethnicity,Asian
2019,Washington,Physical Activity,10.7,5172.0,Education,College graduate
2019,District of Columbia,Obesity / Weight Status,33.5,1076.0,Income,"$75,000 or greater"
2023,Indiana,Physical Activity,40.0,4843.0,Gender,Female
2019,Maryland,Physical Activity,20.2,341.0,Race/Ethnicity,Asian
2022,Maine,Obesity / Weight Status,34.2,1041.0,Age (years),35 - 44
2022,New Jersey,Obesity / Weight Status,35.6,474.0,Race/Ethnicity,Asian
2019,Louisiana,Physical Activity,40.0,1828.0,Gender,Male
2023,Delaware,Physical Activity,41.0,338.0,Income,"$35,000 - $49,999"
2021,Minnesota,Fruits and Vegetables,38.4,229.0,Race/Ethnicity,2 or more races
2020,Montana,Obesity / Weight Status,29.9,348.0,Race/Ethnicity,American Indian/Alaska Native
2018,Kentucky,Physical Activity,28.3,950.0,Age (years),35 - 44
2021,District of Columbia,Obesity / Weight Status,38.8,408.0,Education,High school graduate
2023,North Carolina,Physical Activity,54.0,312.0,Income,"$25,000 - $34,999"
2021,New Hampshire,Physical Activity,16.5,3052.0,Income,Data not reported
2023,Mississippi,Physical Activity,36.8,559.0,Income,"$35,000 - $49,999"
2023,Massachusetts,Physical Activity,32.6,3904.0,Gender,Male
2020,Oregon,Obesity / Weight Status,35.5,1253.0,Income,Data not reported
2022,Wisconsin,Obesity / Weight Status,26.7,442.0,Income,"Less than $15,000"
2020,Puerto Rico,Obesity / Weight Status,34.3,238.0,Income,"$50,000 - $74,999"
2021,Alaska,Physical Activity,17.9,776.0,Income,"$50,000 - $74,999"
2021,South Carolina,Fruits and Vegetables,45.4,991.0,Income,"$35,000 - $49,999"
2021,Tennessee,Physical Activity,23.6,98.0,Race/Ethnicity,2 or more races
2019,Guam,Physical Activity,30.6,330.0,Age (years),35 - 44
2018,New Jersey,Obesity / Weight Status,26.2,351.0,Race/Ethnicity,Hispanic
2019,Illinois,Obesity / Weight Status,36.9,2323.0,Education,College graduate
2022,Mississippi,Obesity / Weight Status,41.8,1243.0,Education,Some college or technical school
2019,National,Obesity / Weight Status,30.5,1280.0,Race/Ethnicity,Hawaiian/Pacific Islander
2018,Colorado,Obesity / Weight Status,12.0,520.0,Age (years),18 - 24
2019,New Hampshire,Physical Activity,59.4,2272.0,Gender,Male
2018,Georgia,Obesity / Weight Status,36.7,757.0,Education,Less than high school
2020,Michigan,Obesity / Weight Status,37.2,1287.0,Age (years),55 - 64
2019,Michigan,Obesity / Weight Status,27.6,388.0,Education,Less than high school
2019,Idaho,Physical Activity,40.1,90.0,Race/Ethnicity,2 or more races
2023,Maryland,Obesity / Weight Status,29.9,8150.0,Gender,Female
2019,North Carolina,Physical Activity,32.1,1788.0,Gender,Male
2022,Pennsylvania,Obesity / Weight Status,35.5,594.0,Age (years),35 - 44
2020,Mississippi,Obesity / Weight Status,33.8,1886.0,Education,High school graduate
2023,Louisiana,Obesity / Weight Status,32.2,970.0,Age (years),55 - 64
2023,Maryland,Physical Activity,23.6,3247.0,Race/Ethnicity,Non-Hispanic Black
2020,North Dakota,Obesity / Weight Status,26.9,1516.0,Education,College graduate
2023,Rhode Island,Obesity / Weight Status,29.0,106.0,Race/Ethnicity,Asian
2019,District of Columbia,Fruits and Vegetables,37.3,129.0,Race/Ethnicity,Hispanic
2020,Wisconsin,Obesity / Weight Status,31.3,174.0,Education,Less than high school
2022,West Virginia,Physical Activity,27.3,1293.0,Education,Some college or technical school
2020,Mississippi,Physical Activity,15.1,1141.0,Income,"$75,000 or greater"
2019,Nebraska,Fruits and Vegetables,44.8,150.0,Race/Ethnicity,American Indian/Alaska Native
2019,Louisiana,Fruits and Vegetables,28.0,577.0,Income,Data not reported
2023,Hawaii,Obesity / Weight Status,36.2,969.0,Age (years),35 - 44
2019,Vermont,Physical Activity,47.2,2727.0,Education,College graduate
2021,Pennsylvania,Obesity / Weight Status,33.5,2428.0,Income,Data not reported
2023,Alaska,Physical Activity,15.0,816.0,Age (years),35 - 44
2023,New Jersey,Obesity / Weight Status,34.3,421.0,Education,Less than high school
2018,Arkansas,Physical Activity,48.1,529.0,Education,Less than high school
2023,Guam,Obesity / Weight Status,33.0,116.0,Age (years),18 - 24
2023,North Dakota,Physical Activity,46.3,650.0,Income,"$50,000 - $74,999"
2023,Kansas,Physical Activity,40.8,3208.0,Income,Data not reported
2023,District of Columbia,Physical Activity,56.6,994.0,Race/Ethnicity,Non-Hispanic Black
2023,Illinois,Physical Activity,35.9,866.0,Age (years),35 - 44
2018,Massachusetts,Physical Activity,19.8,804.0,Age (years),25 - 34
2018,District of Columbia,Obesity / Weight Status,21.2,1884.0,Gender,Male
2019,Alabama,Physical Activity,27.1,300.0,Age (years),18 - 24
2020,Tennessee,Physical Activity,11.9,1593.0,Education,College graduate
2019,Mississippi,Fruits and Vegetables,48.2,861.0,Income,"$75,000 or greater"
2022,New Mexico,Obesity / Weight Status,25.9,2339.0,Race/Ethnicity,Non-Hispanic White
2019,Indiana,Physical Activity,29.6,6436.0,Race/Ethnicity,Non-Hispanic White
2018,Washington,Physical Activity,20.1,2575.0,Age (years),55 - 64
2021,Missouri,Physical Activity,23.0,3550.0,Education,Some college or technical school
2019,Puerto Rico,Physical Activity,23.6,205.0,Income,"$75,000 or greater"
2023,Louisiana,Physical Activity,40.6,875.0,Age (years),45 - 54
2019,South Carolina,Fruits and Vegetables,21.3,493.0,Income,"$25,000 - $34,999"
2019,South Carolina,Physical Activity,35.7,718.0,Income,"$35,000 - $49,999"
2023,Arkansas,Obesity / Weight Status,28.3,2698.0,Gender,Female
2021,Arizona,Obesity / Weight Status,28.2,6674.0,Race/Ethnicity,Non-Hispanic White
2023,Michigan,Physical Activity,28.2,266.0,Race/Ethnicity,Hispanic
2023,Arkansas,Physical Activity,24.1,830.0,Age (years),55 - 64
2022,Kentucky,Obesity / Weight Status,35.5,1419.0,Income,Data not reported
2019,Rhode Island,Physical Activity,53.6,74.0,Race/Ethnicity,2 or more races
2021,Rhode Island,Fruits and Vegetables,35.9,2656.0,Gender,Female
2020,New York,Obesity / Weight Status,31.8,1998.0,Age (years),45 - 54
2021,Iowa,Physical Activity,24.7,9605.0,Total,Total
2021,Idaho,Fruits and Vegetables,24.7,382.0,Age (years),18 - 24
2019,Oklahoma,Physical Activity,24.4,1375.0,Income,"$75,000 or greater"
2023,Texas,Physical Activity,48.3,1002.0,Education,Less than high school
2019,Virginia,Physical Activity,33.8,3867.0,Education,College graduate
2018,Alabama,Obesity / Weight Status,35.6,969.0,Age (years),45 - 54
2018,Florida,Physical Activity,22.0,231.0,Race/Ethnicity,2 or more races
2023,National,Obesity / Weight Status,30.4,9193.0,Race/Ethnicity,2 or more races
2019,Colorado,Obesity / Weight Status,30.5,440.0,Income,"Less than $15,000"
2020,Oregon,Obesity / Weight Status,38.1,711.0,Age (years),35 - 44
2021,Kentucky,Fruits and Vegetables,45.8,1413.0,Education,Some college or technical school
2023,Montana,Physical Activity,21.8,215.0,Race/Ethnicity,2 or more races
2021,South Carolina,Fruits and Vegetables,48.9,70.0,Race/Ethnicity,American Indian/Alaska Native
2019,Hawaii,Physical Activity,28.3,737.0,Race/Ethnicity,Hawaiian/Pacific Islander
2019,California,Fruits and Vegetables,20.5,1769.0,Age (years),55 - 64
2023,Guam,Physical Activity,29.6,228.0,Income,"$50,000 - $74,999"
2020,Indiana,Obesity / Weight Status,32.1,1047.0,Income,"$50,000 - $74,999"
2021,Colorado,Obesity / Weight Status,27.5,1607.0,Age (years),35 - 44
2023,South Carolina,Obesity / Weight Status,40.2,2379.0,Education,Some college or technical school
2023,New Hampshire,Obesity / Weight Status,37.7,1212.0,Age (years),55 - 64
2020,Connecticut,Obesity / Weight Status,28.4,4132.0,Gender,Female
2019,Maine,Obesity / Weight Status,31.4,638.0,Age (years),25 - 34
2018,Nebraska,Physical Activity,31.1,4627.0,Education,High school graduate
2021,Maine,Fruits and Vegetables,38.5,389.0,Age (years),18 - 24
2021,Georgia,Fruits and Vegetables,16.6,2408.0,Income,Data not reported
2023,Puerto Rico,Physical Activity,41.4,1707.0,Education,College graduate
2018,South Carolina,Physical Activity,23.3,1299.0,Income,"$35,000 - $49,999"
2021,National,Physical Activity,26.1,230439.0,Gender,Female
2021,North Carolina,Fruits and Vegetables,52.5,71.0,Race/Ethnicity,2 or more races
2021,South Carolina,Fruits and Vegetables,14.4,852.0,Income,"$75,000 or greater"
2019,Puerto Rico,Physical Activity,36.8,1867.0,Education,College graduate
2020,Mississippi,Obesity / Weight Status,36.9,609.0,Income,"$35,000 - $49,999"
2019,Massachusetts,Physical Activity,35.1,1701.0,Income,Data not reported
2021,New Mexico,Fruits and Vegetables,19.5,839.0,Age (years),35 - 44
2019,Utah,Obesity / Weight Status,29.5,5517.0,Gender,Male
2021,Missouri,Obesity / Weight Status,35.7,4154.0,Age (years),65 or older
2018,Iowa,Obesity / Weight Status,37.2,2658.0,Income,"$75,000 or greater"
2020,Guam,Physical Activity,16.2,124.0,Race/Ethnicity,Hispanic
2022,Arizona,Obesity / Weight Status,35.7,970.0,Income,"$75,000 or greater"
2021,Texas,Physical Activity,25.1,10786.0,Total,Total
2019,Ohio,Physical Activity,25.0,1602.0,Income,"$50,000 - $74,999"
2019,Puerto Rico,Physical Activity,4.0,2006.0,Income,"Less than $15,000"
2021,Maryland,Fruits and Vegetables,19.2,12998.0,Total,Total
2023,Illinois,Physical Activity,36.7,2650.0,Gender,Female
2019,Nevada,Fruits and Vegetables,14.6,76.0,Race/Ethnicity,2 or more races
2022,Illinois,Physical Activity,30.2,428.0,Income,"$25,000 - $34,999"
2019,Texas,Fruits and Vegetables,38.6,2639.0,Race/Ethnicity,Hispanic
2019,California,Physical Activity,33.8,1111.0,Income,Data not reported
2023,South Dakota,Physical Activity,59.3,5064.0,Total,Total
2018,Maine,Physical Activity,21.2,2876.0,Education,Some college or technical school
2020,Delaware,Obesity / Weight Status,28.8,378.0,Age (years),25 - 34
2019,North Dakota,Physical Activity,32.0,5306.0,Total,Total
2022,Virgin Islands,Obesity / Weight Status,26.6,176.0,Income,"$35,000 - $49,999"
2018,Indiana,Obesity / Weight Status,36.6,2337.0,Education,High school graduate
2022,Massachusetts,Obesity / Weight Status,29.6,4844.0,Gender,Female
2019,Kentucky,Fruits and Vegetables,22.6,3126.0,Gender,Male
2020,North Carolina,Obesity / Weight Status,20.8,75.0,Race/Ethnicity,Asian
2019,Puerto Rico,Obesity / Weight Status,40.3,208.0,Income,"$50,000 - $74,999"
2018,Indiana,Physical Activity,17.3,369.0,Age (years),18 - 24
2019,Kansas,Obesity / Weight Status,35.5,1162.0,Income,"$15,000 - $24,999"
2021,Guam,Obesity / Weight Status,43.9,254.0,Age (years),45 - 54
2023,Illinois,Physical Activity,38.6,675.0,Age (years),55 - 64
2022,Nevada,Physical Activity,17.3,364.0,Income,"$75,000 or greater"
2021,Arkansas,Obesity / Weight Status,31.7,4782.0,Total,Total
2023,Arizona,Physical Activity,31.2,1097.0,Age (years),35 - 44
2020,Iowa,Physical Activity,23.6,9653.0,Total,Total
2022,Nebraska,Obesity / Weight Status,30.7,3570.0,Gender,Female
2023,Maine,Physical Activity,29.1,319.0,Education,Less than high school
2020,Maine,Obesity / Weight Status,32.2,2603.0,Education,High school graduate
2021,South Carolina,Physical Activity,23.5,7065.0,Race/Ethnicity,Non-Hispanic White
2022,Florida,Obesity / Weight Status,25.3,528.0,Age (years),18 - 24
2019,Utah,Physical Activity,31.1,1885.0,Age (years),35 - 44
2023,Minnesota,Physical Activity,27.2,1899.0,Age (years),45 - 54
2021,Pennsylvania,Physical Activity,21.5,3069.0,Gender,Male
2023,Minnesota,Obesity / Weight Status,30.9,470.0,Income,"Less than $15,000"
2023,Indiana,Obesity / Weight Status,36.3,607.0,Race/Ethnicity,Hispanic
2022,Oklahoma,Physical Activity,16.5,60.0,Race/Ethnicity,Asian
2018,Indiana,Obesity / Weight Status,28.7,3814.0,Gender,Female
2019,Kentucky,Obesity / Weight Status,31.9,94.0,Race/Ethnicity,Hispanic
2023,Mississippi,Obesity / Weight Status,48.8,396.0,Income,"$25,000 - $34,999"
2019,Kentucky,Physical Activity,10.5,1809.0,Age (years),65 or older
2023,North Carolina,Physical Activity,20.0,1800.0,Gender,Male
2023,Hawaii,Physical Activity,45.6,1028.0,Age (years),35 - 44
2018,Massachusetts,Physical Activity,20.4,1492.0,Education,Some college or technical school
2018,North Carolina,Obesity / Weight Status,31.3,796.0,Race/Ethnicity,Non-Hispanic Black
2022,Hawaii,Physical Activity,20.6,1325.0,Race/Ethnicity,2 or more races
2019,Tennessee,Physical Activity,47.8,618.0,Income,"Less than $15,000"
2021,Georgia,Fruits and Vegetables,46.7,671.0,Income,"$15,000 - $24,999"
2023,New York,Physical Activity,20.9,8244.0,Income,Data not reported
2019,Guam,Physical Activity,45.1,404.0,Age (years),55 - 64
2019,District of Columbia,Physical Activity,32.5,192.0,Income,"Less than $15,000"
2019,New Mexico,Physical Activity,32.3,1982.0,Education,College graduate
2019,Ohio,Physical Activity,48.5,571.0,Age (years),18 - 24
2021,Hawaii,Obesity / Weight Status,34.4,725.0,Income,"$25,000 - $34,999"
2019,Wisconsin,Physical Activity,36.0,1050.0,Age (years),55 - 64
2019,Minnesota,Obesity / Weight Status,30.1,12331.0,Race/Ethnicity,Non-Hispanic White
2019,Florida,Physical Activity,40.3,411.0,Race/Ethnicity,2 or more races
2022,Arizona,Obesity / Weight Status,33.2,1192.0,Age (years),45 - 54
2022,District of Columbia,Physical Activity,18.1,438.0,Education,Some college or technical school
2020,Arizona,Physical Activity,18.2,1239.0,Age (years),35 - 44
2018,Montana,Obesity / Weight Status,35.9,689.0,Income,"$15,000 - $24,999"
2019,Puerto Rico,Physical Activity,23.6,209.0,Income,"$50,000 - $74,999"
2022,Iowa,Obesity / Weight Status,36.6,615.0,Race/Ethnicity,Hispanic
2023,Maine,Obesity / Weight Status,29.6,5609.0,Age (years),65 or older
2019,Florida,Physical Activity,36.2,1902.0,Age (years),45 - 54
2020,Montana,Obesity / Weight Status,30.9,914.0,Income,"$50,000 - $74,999"
2019,Tennessee,Physical Activity,42.6,64.0,Race/Ethnicity,American Indian/Alaska Native
2019,Minnesota,Physical Activity,31.7,1084.0,Age (years),18 - 24
2019,Minnesota,Obesity / Weight Status,29.6,6890.0,Gender,Female
2023,Missouri,Physical Activity,59.0,2334.0,Income,Data not reported
2021,Iowa,Obesity / Weight Status,34.7,3065.0,Age (years),65 or older
2023,Virgin Islands,Physical Activity,24.8,176.0,Income,"$75,000 or greater"
2023,New Hampshire,Obesity / Weight Status,30.6,2808.0,Income,Data not reported
2021,Arkansas,Obesity / Weight Status,35.0,1557.0,Income,Data not reported
2023,National,Physical Activity,45.6,39919.0,Income,"$75,000 or greater"
2023,Washington,Physical Activity,39.1,13473.0,Gender,Female
2018,South Dakota,Physical Activity,23.3,3861.0,Gender,Female
2019,Wisconsin,Fruits and Vegetables,22.8,4392.0,Total,Total
2020,Idaho,Obesity / Weight Status,24.5,460.0,Age (years),18 - 24
2019,Oklahoma,Fruits and Vegetables,18.6,636.0,Age (years),35 - 44
2022,Oklahoma,Obesity / Weight Status,38.5,367.0,Education,Less than high school
2023,New Jersey,Physical Activity,39.3,270.0,Income,"Less than $15,000"
2023,Nebraska,Physical Activity,47.6,762.0,Income,"$15,000 - $24,999"
2021,Virginia,Obesity / Weight Status,32.5,1902.0,Education,High school graduate
2019,Delaware,Fruits and Vegetables,17.6,395.0,Age (years),35 - 44
2018,Montana,Obesity / Weight Status,25.8,2467.0,Gender,Female
2021,Tennessee,Obesity / Weight Status,37.4,1610.0,Education,College graduate
2021,Virginia,Physical Activity,19.1,1313.0,Income,"$50,000 - $74,999"
2019,Washington,Physical Activity,30.5,626.0,Age (years),18 - 24
2019,Kansas,Physical Activity,35.5,1573.0,Income,Data not reported
2018,Washington,Physical Activity,15.0,1590.0,Age (years),35 - 44
2023,Connecticut,Physical Activity,35.7,106.0,Race/Ethnicity,2 or more races
2021,Puerto Rico,Fruits and Vegetables,52.4,1049.0,Age (years),65 or older
2019,Arizona,Physical Activity,22.2,3830.0,Gender,Male
2018,Arizona,Obesity / Weight Status,31.0,3516.0,Gender,Male
2019,Vermont,Obesity / Weight Status,34.7,921.0,Income,"$50,000 - $74,999"
2021,Washington,Fruits and Vegetables,18.7,2176.0,Age (years),55 - 64
2018,Arizona,Obesity / Weight Status,31.1,1852.0,Education,High school graduate
2021,Missouri,Obesity / Weight Status,40.3,1600.0,Income,"$50,000 - $74,999"
2023,West Virginia,Physical Activity,38.4,938.0,Education,Some college or technical school
2022,Vermont,Obesity / Weight Status,30.0,1688.0,Age (years),55 - 64
2021,Nebraska,Physical Activity,18.3,1557.0,Age (years),25 - 34
2019,Hawaii,Physical Activity,24.4,1173.0,Race/Ethnicity,2 or more races
2018,Puerto Rico,Obesity / Weight Status,37.9,907.0,Age (years),55 - 64
2018,Illinois,Physical Activity,37.2,474.0,Income,"Less than $15,000"
2019,North Dakota,Obesity / Weight Status,34.8,5174.0,Total,Total
2019,Texas,Obesity / Weight Status,34.1,3057.0,Education,Some college or technical school
2019,Florida,Obesity / Weight Status,42.6,7045.0,Gender,Male
2022,Kansas,Physical Activity,23.3,11218.0,Total,Total
2021,Utah,Fruits and Vegetables,37.3,1470.0,Age (years),55 - 64
2021,New York,Obesity / Weight Status,37.4,2922.0,Race/Ethnicity,Hispanic
2019,North Carolina,Physical Activity,32.1,2454.0,Race/Ethnicity,Non-Hispanic White
2023,Arkansas,Obesity / Weight Status,32.7,1317.0,Education,Some college or technical school
2019,Mississippi,Physical Activity,20.9,252.0,Age (years),18 - 24
